model,region,target,weight
Delphi-EmpiricalBayes2,hhs5,peak_wk,1.3282154411874524e-17
ReichLab-KCDE,hhs5,peak_wk,1.0857430103915418e-06
LANL-DBM,hhs5,peak_wk,4.822475431474182e-22
CU-RHF_SEIRS,hhs5,peak_wk,1.581586620229219e-09
Delphi-EmpiricalTraj,hhs5,peak_wk,1.483614372126481e-70
CU-EKF_SEIRS,hhs6,peak_wk,0.11010089115858301
CU-EKF_SIRS,hhs6,peak_wk,1.8746876572906865e-14
Delphi-DeltaDensity2,hhs6,peak_wk,5.206355365196468e-152
CU-BMA,hhs6,peak_wk,0.30952983643591236
CU-EAKFC_SEIRS,hhs6,peak_wk,0.01926371524291496
ReichLab-KDE,hhs6,peak_wk,9.197800713833311e-232
ReichLab-SARIMA1,hhs6,peak_wk,6.825671868345869e-35
Delphi-BasisRegression,hhs6,peak_wk,1.3528758249964576e-235
Delphi-DeltaDensity1,hhs6,peak_wk,9.715850777468908e-234
CU-RHF_SIRS,hhs6,peak_wk,8.006841413778906e-32
CU-EAKFC_SIRS,hhs6,peak_wk,3.4402283913870862e-09
Delphi-Uniform,hhs6,peak_wk,1.884094290266366e-286
ReichLab-SARIMA2,hhs6,peak_wk,0.0724643209955732
Delphi-Stat,hhs6,peak_wk,1.3655904491336252e-145
Delphi-EmpiricalBayes1,hhs6,peak_wk,1.1049384119509141e-13
Delphi-EmpiricalFuture,hhs6,peak_wk,3.6656343490821995e-177
Delphi-EmpiricalBayes2,hhs6,peak_wk,0.026107726390591675
ReichLab-KCDE,hhs6,peak_wk,0.39871043080421265
LANL-DBM,hhs6,peak_wk,0.06382307553185479
CU-RHF_SEIRS,hhs6,peak_wk,2.574745828608076e-31
Delphi-EmpiricalTraj,hhs6,peak_wk,1.6439693829600529e-224
CU-EKF_SEIRS,hhs7,peak_wk,6.223412965090117e-07
CU-EKF_SIRS,hhs7,peak_wk,1.231305103077327e-06
Delphi-DeltaDensity2,hhs7,peak_wk,1.0425933274695147e-48
CU-BMA,hhs7,peak_wk,0.2363820338114743
CU-EAKFC_SEIRS,hhs7,peak_wk,2.5821917982237363e-08
ReichLab-KDE,hhs7,peak_wk,1.812524448690567e-81
ReichLab-SARIMA1,hhs7,peak_wk,1.0039480659255428e-19
Delphi-BasisRegression,hhs7,peak_wk,2.0479198885077556e-40
Delphi-DeltaDensity1,hhs7,peak_wk,1.04005991100128e-57
CU-RHF_SIRS,hhs7,peak_wk,5.474873672325222e-12
CU-EAKFC_SIRS,hhs7,peak_wk,9.128835684277885e-07
Delphi-Uniform,hhs7,peak_wk,1.4288700433157754e-118
ReichLab-SARIMA2,hhs7,peak_wk,0.7636151713085801
Delphi-Stat,hhs7,peak_wk,1.6658225351359605e-45
Delphi-EmpiricalBayes1,hhs7,peak_wk,9.146937818791426e-71
Delphi-EmpiricalFuture,hhs7,peak_wk,7.985598195597981e-82
Delphi-EmpiricalBayes2,hhs7,peak_wk,3.264814462521942e-84
ReichLab-KCDE,hhs7,peak_wk,2.4536609620104465e-09
LANL-DBM,hhs7,peak_wk,2.3195452284152247e-15
CU-RHF_SEIRS,hhs7,peak_wk,6.892182049128185e-11
Delphi-EmpiricalTraj,hhs7,peak_wk,1.266774907604024e-99
CU-EKF_SEIRS,hhs8,peak_wk,3.3051748997472596e-18
CU-EKF_SIRS,hhs8,peak_wk,3.7419401621849365e-13
Delphi-DeltaDensity2,hhs8,peak_wk,2.671398469449903e-25
CU-BMA,hhs8,peak_wk,4.2550038532962626e-32
CU-EAKFC_SEIRS,hhs8,peak_wk,6.904847619579882e-16
ReichLab-KDE,hhs8,peak_wk,1.2340856693053047e-60
ReichLab-SARIMA1,hhs8,peak_wk,6.109476215623318e-16
Delphi-BasisRegression,hhs8,peak_wk,2.370971972662288e-37
Delphi-DeltaDensity1,hhs8,peak_wk,1.2005482652853914e-27
CU-RHF_SIRS,hhs8,peak_wk,1.4543049453281722e-09
CU-EAKFC_SIRS,hhs8,peak_wk,2.1447308778911687e-12
Delphi-Uniform,hhs8,peak_wk,8.36069108046865e-99
ReichLab-SARIMA2,hhs8,peak_wk,1.981096448100458e-06
Delphi-Stat,hhs8,peak_wk,4.270151558366139e-29
Delphi-EmpiricalBayes1,hhs8,peak_wk,3.680575003069267e-47
Delphi-EmpiricalFuture,hhs8,peak_wk,1.924208732971297e-58
Delphi-EmpiricalBayes2,hhs8,peak_wk,1.3445175730063115e-41
ReichLab-KCDE,hhs8,peak_wk,0.999990242230342
LANL-DBM,hhs8,peak_wk,7.775216384573883e-06
CU-RHF_SEIRS,hhs8,peak_wk,9.89157151465301e-22
Delphi-EmpiricalTraj,hhs8,peak_wk,2.412036017470815e-83
CU-EKF_SEIRS,hhs9,peak_wk,0.05777723307437165
CU-EKF_SIRS,hhs9,peak_wk,0.15237035919614333
Delphi-DeltaDensity2,hhs9,peak_wk,1.6989902930690758e-57
CU-BMA,hhs9,peak_wk,4.053338870196483e-44
CU-EAKFC_SEIRS,hhs9,peak_wk,1.2388390069325576e-13
ReichLab-KDE,hhs9,peak_wk,0.1219456295534643
ReichLab-SARIMA1,hhs9,peak_wk,7.331756957373413e-59
Delphi-BasisRegression,hhs9,peak_wk,0.22554160814511
Delphi-DeltaDensity1,hhs9,peak_wk,8.614563377508089e-46
CU-RHF_SIRS,hhs9,peak_wk,3.470709268513618e-05
CU-EAKFC_SIRS,hhs9,peak_wk,4.321678362267406e-13
Delphi-Uniform,hhs9,peak_wk,2.8394821331151553e-110
ReichLab-SARIMA2,hhs9,peak_wk,0.11786006677856965
Delphi-Stat,hhs9,peak_wk,1.6827593723962247e-24
Delphi-EmpiricalBayes1,hhs9,peak_wk,2.343252590443065e-121
Delphi-EmpiricalFuture,hhs9,peak_wk,1.5344652589072073e-13
Delphi-EmpiricalBayes2,hhs9,peak_wk,9.673454677146921e-09
ReichLab-KCDE,hhs9,peak_wk,0.00013668126207027915
LANL-DBM,hhs9,peak_wk,0.3243337052234215
CU-RHF_SEIRS,hhs9,peak_wk,1.5599645025864527e-17
Delphi-EmpiricalTraj,hhs9,peak_wk,1.25670125995635e-49
CU-EKF_SEIRS,hhs10,peak_wk,2.729548197121177e-06
CU-EKF_SIRS,hhs10,peak_wk,2.811781567705978e-08
Delphi-DeltaDensity2,hhs10,peak_wk,1.8132554498175615e-28
CU-BMA,hhs10,peak_wk,9.149304363723197e-12
CU-EAKFC_SEIRS,hhs10,peak_wk,1.8810304579076578e-05
ReichLab-KDE,hhs10,peak_wk,1.767738242198404e-40
ReichLab-SARIMA1,hhs10,peak_wk,1.965359910691535e-17
Delphi-BasisRegression,hhs10,peak_wk,6.605209766917112e-26
Delphi-DeltaDensity1,hhs10,peak_wk,1.49216468622955e-37
CU-RHF_SIRS,hhs10,peak_wk,1.0682161413363675e-07
CU-EAKFC_SIRS,hhs10,peak_wk,0.19825428179712437
Delphi-Uniform,hhs10,peak_wk,2.9466068968841124e-72
ReichLab-SARIMA2,hhs10,peak_wk,0.2786894372231647
Delphi-Stat,hhs10,peak_wk,2.0810354625444338e-29
Delphi-EmpiricalBayes1,hhs10,peak_wk,7.900272432047109e-67
Delphi-EmpiricalFuture,hhs10,peak_wk,4.960079314500964e-09
Delphi-EmpiricalBayes2,hhs10,peak_wk,5.4474592993997533e-70
ReichLab-KCDE,hhs10,peak_wk,9.539047042477771e-08
LANL-DBM,hhs10,peak_wk,0.5230345058243813
CU-RHF_SEIRS,hhs10,peak_wk,3.424612971089401e-12
Delphi-EmpiricalTraj,hhs10,peak_wk,1.488891493610466e-46
CU-EKF_SEIRS,all,peak_wk,6.21194452931448e-08
CU-EKF_SIRS,all,peak_wk,2.254449451523694e-05
Delphi-DeltaDensity2,all,peak_wk,1.1611734411285533e-12
CU-BMA,all,peak_wk,0.03825505517757436
CU-EAKFC_SEIRS,all,peak_wk,2.169728618977401e-06
ReichLab-KDE,all,peak_wk,4.3437618885177264e-29
ReichLab-SARIMA1,all,peak_wk,1.2748721642826854e-28
Delphi-BasisRegression,all,peak_wk,0.009573669114195302
Delphi-DeltaDensity1,all,peak_wk,3.7509983438189245e-36
CU-RHF_SIRS,all,peak_wk,8.122467878038476e-07
CU-EAKFC_SIRS,all,peak_wk,0.18035776544426296
Delphi-Uniform,all,peak_wk,3.298748525372453e-97
ReichLab-SARIMA2,all,peak_wk,0.5104705416172989
Delphi-Stat,all,peak_wk,5.649307905851702e-09
Delphi-EmpiricalBayes1,all,peak_wk,7.434882577412227e-23
Delphi-EmpiricalFuture,all,peak_wk,6.518479731436993e-29
Delphi-EmpiricalBayes2,all,peak_wk,4.2811999365303386e-17
ReichLab-KCDE,all,peak_wk,1.9865153165145145e-05
LANL-DBM,all,peak_wk,0.2612975090743365
CU-RHF_SEIRS,all,peak_wk,1.7932953202044393e-10
Delphi-EmpiricalTraj,all,peak_wk,3.18915298083634e-54
CU-EKF_SEIRS,nat,onset_wk,4.3284401445238164e-05
CU-EKF_SIRS,nat,onset_wk,0.11185257747998575
Delphi-DeltaDensity2,nat,onset_wk,4.826487862345908e-72
CU-BMA,nat,onset_wk,2.801096290202794e-78
CU-EAKFC_SEIRS,nat,onset_wk,1.0697557056708631e-21
ReichLab-KDE,nat,onset_wk,3.5655394139290076e-212
ReichLab-SARIMA1,nat,onset_wk,3.361792791257279e-13
Delphi-BasisRegression,nat,onset_wk,1.2644120475805517e-63
Delphi-DeltaDensity1,nat,onset_wk,2.333927980779195e-75
CU-RHF_SIRS,nat,onset_wk,6.069230271327435e-21
CU-EAKFC_SIRS,nat,onset_wk,3.1283385419753624e-22
Delphi-Uniform,nat,onset_wk,0.0
ReichLab-SARIMA2,nat,onset_wk,6.916119685305596e-26
Delphi-Stat,nat,onset_wk,1.8055582206581614e-78
Delphi-EmpiricalBayes1,nat,onset_wk,5.120639958591537e-112
Delphi-EmpiricalFuture,nat,onset_wk,2.630194605045236e-168
Delphi-EmpiricalBayes2,nat,onset_wk,1.0698542160013456e-134
ReichLab-KCDE,nat,onset_wk,4.831778659593034e-31
LANL-DBM,nat,onset_wk,0.8881041381182339
CU-RHF_SEIRS,nat,onset_wk,2.683073206240129e-26
Delphi-EmpiricalTraj,nat,onset_wk,1.2138775872999767e-253
CU-EKF_SEIRS,hhs1,onset_wk,0.11025153359560476
CU-EKF_SIRS,hhs1,onset_wk,5.390074343447104e-08
Delphi-DeltaDensity2,hhs1,onset_wk,9.343408277333427e-36
CU-BMA,hhs1,onset_wk,2.902388367648628e-28
CU-EAKFC_SEIRS,hhs1,onset_wk,8.048731010444173e-09
ReichLab-KDE,hhs1,onset_wk,1.0357435206350762e-199
ReichLab-SARIMA1,hhs1,onset_wk,0.16322381508635742
Delphi-BasisRegression,hhs1,onset_wk,3.473933044686338e-41
Delphi-DeltaDensity1,hhs1,onset_wk,6.1364333733305604e-52
CU-RHF_SIRS,hhs1,onset_wk,6.61104953451021e-10
CU-EAKFC_SIRS,hhs1,onset_wk,5.475813198106177e-13
Delphi-Uniform,hhs1,onset_wk,1.28997477e-316
ReichLab-SARIMA2,hhs1,onset_wk,0.7015134123476247
Delphi-Stat,hhs1,onset_wk,5.349901343863926e-54
Delphi-EmpiricalBayes1,hhs1,onset_wk,4.260056350892854e-35
Delphi-EmpiricalFuture,hhs1,onset_wk,7.716960886056598e-159
Delphi-EmpiricalBayes2,hhs1,onset_wk,0.02494815211444244
ReichLab-KCDE,hhs1,onset_wk,4.667074733980105e-10
LANL-DBM,hhs1,onset_wk,1.440653373802378e-12
CU-RHF_SEIRS,hhs1,onset_wk,6.302377669617706e-05
Delphi-EmpiricalTraj,hhs1,onset_wk,1.4654745689795065e-224
CU-EKF_SEIRS,hhs2,onset_wk,1.6322848472609365e-05
CU-EKF_SIRS,hhs2,onset_wk,0.334652031755372
Delphi-DeltaDensity2,hhs2,onset_wk,5.175281757770347e-233
CU-BMA,hhs2,onset_wk,1.5781015840797418e-83
CU-EAKFC_SEIRS,hhs2,onset_wk,0.08132676075519445
ReichLab-KDE,hhs2,onset_wk,0.0
ReichLab-SARIMA1,hhs2,onset_wk,3.5409144672303137e-87
Delphi-BasisRegression,hhs2,onset_wk,4.88133895092673e-200
Delphi-DeltaDensity1,hhs2,onset_wk,6.8212432e-316
CU-RHF_SIRS,hhs2,onset_wk,5.081213760682346e-24
CU-EAKFC_SIRS,hhs2,onset_wk,0.0015569628220639857
Delphi-Uniform,hhs2,onset_wk,0.0
ReichLab-SARIMA2,hhs2,onset_wk,6.054273371716823e-23
Delphi-Stat,hhs2,onset_wk,1.982336838843288e-253
Delphi-EmpiricalBayes1,hhs2,onset_wk,0.0
Delphi-EmpiricalFuture,hhs2,onset_wk,0.0
Delphi-EmpiricalBayes2,hhs2,onset_wk,0.0
ReichLab-KCDE,hhs2,onset_wk,6.622633009980683e-35
LANL-DBM,hhs2,onset_wk,0.5824479218188976
CU-RHF_SEIRS,hhs2,onset_wk,1.241009305516632e-17
Delphi-EmpiricalTraj,hhs2,onset_wk,0.0
CU-EKF_SEIRS,hhs3,onset_wk,2.6616385973870955e-06
CU-EKF_SIRS,hhs3,onset_wk,8.093894239975743e-14
Delphi-DeltaDensity2,hhs3,onset_wk,1.3053786513739308e-73
CU-BMA,hhs3,onset_wk,4.886303480700326e-61
CU-EAKFC_SEIRS,hhs3,onset_wk,0.13907242326173466
ReichLab-KDE,hhs3,onset_wk,1.0020390554505442e-56
ReichLab-SARIMA1,hhs3,onset_wk,0.2152832814326416
Delphi-BasisRegression,hhs3,onset_wk,1.2206850393919446e-103
Delphi-DeltaDensity1,hhs3,onset_wk,5.354338990699423e-123
CU-RHF_SIRS,hhs3,onset_wk,0.20103924620873076
CU-EAKFC_SIRS,hhs3,onset_wk,2.7821672349895907e-09
Delphi-Uniform,hhs3,onset_wk,2.1275472719006256e-233
ReichLab-SARIMA2,hhs3,onset_wk,1.1819918829889043e-36
Delphi-Stat,hhs3,onset_wk,9.171625846002177e-104
Delphi-EmpiricalBayes1,hhs3,onset_wk,4.49753295140396e-174
Delphi-EmpiricalFuture,hhs3,onset_wk,0.23218424985626368
Delphi-EmpiricalBayes2,hhs3,onset_wk,2.8622642382867037e-205
ReichLab-KCDE,hhs3,onset_wk,0.21186524379860186
LANL-DBM,hhs3,onset_wk,0.0005528910211793633
CU-RHF_SEIRS,hhs3,onset_wk,3.101768750100392e-15
Delphi-EmpiricalTraj,hhs3,onset_wk,4.348046642527161e-121
CU-EKF_SEIRS,hhs4,onset_wk,1.9885869053359558e-10
CU-EKF_SIRS,hhs4,onset_wk,1.3326371049177576e-07
Delphi-DeltaDensity2,hhs4,onset_wk,2.7007992730627096e-32
CU-BMA,hhs4,onset_wk,3.675745874300892e-52
CU-EAKFC_SEIRS,hhs4,onset_wk,3.196738267354306e-61
ReichLab-KDE,hhs4,onset_wk,0.0
ReichLab-SARIMA1,hhs4,onset_wk,0.23478499275867867
Delphi-BasisRegression,hhs4,onset_wk,6.229343251882917e-130
Delphi-DeltaDensity1,hhs4,onset_wk,2.975886317903805e-134
CU-RHF_SIRS,hhs4,onset_wk,5.913456256982281e-68
CU-EAKFC_SIRS,hhs4,onset_wk,2.4624913164044686e-60
Delphi-Uniform,hhs4,onset_wk,0.0
ReichLab-SARIMA2,hhs4,onset_wk,0.0002780784823232648
Delphi-Stat,hhs4,onset_wk,2.4019709406838966e-95
Delphi-EmpiricalBayes1,hhs4,onset_wk,0.0
Delphi-EmpiricalFuture,hhs4,onset_wk,5.424160719513576e-277
Delphi-EmpiricalBayes2,hhs4,onset_wk,0.0
ReichLab-KCDE,hhs4,onset_wk,0.7280039304005336
LANL-DBM,hhs4,onset_wk,0.0369328648958947
CU-RHF_SEIRS,hhs4,onset_wk,4.613172610122128e-72
Delphi-EmpiricalTraj,hhs4,onset_wk,0.0
CU-EKF_SEIRS,hhs5,onset_wk,0.06167681484818652
CU-EKF_SIRS,hhs5,onset_wk,7.74324081717431e-09
Delphi-DeltaDensity2,hhs5,onset_wk,1.2343016583792912e-261
CU-BMA,hhs5,onset_wk,0.12325832549593856
CU-EAKFC_SEIRS,hhs5,onset_wk,0.04768527894428653
ReichLab-KDE,hhs5,onset_wk,6.480573588597332e-163
ReichLab-SARIMA1,hhs5,onset_wk,2.4618694387208673e-12
Delphi-BasisRegression,hhs5,onset_wk,1.914558107558952e-126
Delphi-DeltaDensity1,hhs5,onset_wk,2.2083875362846374e-164
CU-RHF_SIRS,hhs5,onset_wk,0.00016585925914212903
CU-EAKFC_SIRS,hhs5,onset_wk,0.019559916600323798
Delphi-Uniform,hhs5,onset_wk,7.378602816059616e-156
ReichLab-SARIMA2,hhs5,onset_wk,2.039999149629672e-21
Delphi-Stat,hhs5,onset_wk,2.796285746985978e-152
Delphi-EmpiricalBayes1,hhs5,onset_wk,1.591763425888969e-205
Delphi-EmpiricalFuture,hhs5,onset_wk,0.3555421207190037
Delphi-EmpiricalBayes2,hhs5,onset_wk,8.033518190342768e-109
ReichLab-KCDE,hhs5,onset_wk,0.3915601332345031
LANL-DBM,hhs5,onset_wk,1.1458760726763089e-32
CU-RHF_SEIRS,hhs5,onset_wk,0.0005515431529128412
Delphi-EmpiricalTraj,hhs5,onset_wk,5.238544853331519e-106
CU-EKF_SEIRS,hhs6,onset_wk,0.017689707121723693
CU-EKF_SIRS,hhs6,onset_wk,8.600564074405703e-11
Delphi-DeltaDensity2,hhs6,onset_wk,1.6322788192996436e-85
CU-BMA,hhs6,onset_wk,6.019638036961532e-113
CU-EAKFC_SEIRS,hhs6,onset_wk,0.09642994597840772
ReichLab-KDE,hhs6,onset_wk,0.0
ReichLab-SARIMA1,hhs6,onset_wk,5.587635782566918e-05
Delphi-BasisRegression,hhs6,onset_wk,5.757865752065377e-91
Delphi-DeltaDensity1,hhs6,onset_wk,1.237078560002315e-150
CU-RHF_SIRS,hhs6,onset_wk,1.6277043734384225e-25
CU-EAKFC_SIRS,hhs6,onset_wk,6.894050354206529e-20
Delphi-Uniform,hhs6,onset_wk,0.0
ReichLab-SARIMA2,hhs6,onset_wk,0.4469016856589967
Delphi-Stat,hhs6,onset_wk,3.358444208791759e-133
Delphi-EmpiricalBayes1,hhs6,onset_wk,6.025305722033087e-181
Delphi-EmpiricalFuture,hhs6,onset_wk,0.0
Delphi-EmpiricalBayes2,hhs6,onset_wk,5.645742301209558e-172
ReichLab-KCDE,hhs6,onset_wk,0.06726139588519096
LANL-DBM,hhs6,onset_wk,0.37166138891047007
CU-RHF_SEIRS,hhs6,onset_wk,1.3793712572854752e-12
Delphi-EmpiricalTraj,hhs6,onset_wk,0.0
CU-EKF_SEIRS,hhs7,onset_wk,1.3014128745418913e-09
CU-EKF_SIRS,hhs7,onset_wk,1.8447167340122518e-14
Delphi-DeltaDensity2,hhs7,onset_wk,5.372963528411629e-140
CU-BMA,hhs7,onset_wk,0.2845009549085962
CU-EAKFC_SEIRS,hhs7,onset_wk,0.01617728066124177
ReichLab-KDE,hhs7,onset_wk,1.3908133326596546e-268
ReichLab-SARIMA1,hhs7,onset_wk,3.56208862867478e-71
Delphi-BasisRegression,hhs7,onset_wk,3.0353628911897464e-127
Delphi-DeltaDensity1,hhs7,onset_wk,1.9265534158217313e-171
CU-RHF_SIRS,hhs7,onset_wk,6.887956210530375e-10
CU-EAKFC_SIRS,hhs7,onset_wk,0.04657290504089618
Delphi-Uniform,hhs7,onset_wk,0.0
ReichLab-SARIMA2,hhs7,onset_wk,0.6176225406002331
Delphi-Stat,hhs7,onset_wk,8.758399807798736e-135
Delphi-EmpiricalBayes1,hhs7,onset_wk,5.987059003117095e-269
Delphi-EmpiricalFuture,hhs7,onset_wk,9.621152970362248e-302
Delphi-EmpiricalBayes2,hhs7,onset_wk,6.211124362038734e-167
ReichLab-KCDE,hhs7,onset_wk,1.6201175255211933e-35
LANL-DBM,hhs7,onset_wk,0.03512631679879946
CU-RHF_SEIRS,hhs7,onset_wk,5.948145927164502e-15
Delphi-EmpiricalTraj,hhs7,onset_wk,0.0
CU-EKF_SEIRS,hhs8,onset_wk,4.6583112713734745e-23
CU-EKF_SIRS,hhs8,onset_wk,1.917254676209163e-21
Delphi-DeltaDensity2,hhs8,onset_wk,0.0
CU-BMA,hhs8,onset_wk,0.010224158626430514
CU-EAKFC_SEIRS,hhs8,onset_wk,0.003451407510458937
ReichLab-KDE,hhs8,onset_wk,5.829230684247986e-253
ReichLab-SARIMA1,hhs8,onset_wk,1.9792992345091656e-48
Delphi-BasisRegression,hhs8,onset_wk,1.1833946634667592e-193
Delphi-DeltaDensity1,hhs8,onset_wk,1.1355255423258677e-216
CU-RHF_SIRS,hhs8,onset_wk,0.013338195092315847
CU-EAKFC_SIRS,hhs8,onset_wk,3.6857384150713685e-09
Delphi-Uniform,hhs8,onset_wk,2.6613859077223605e-59
ReichLab-SARIMA2,hhs8,onset_wk,0.30368236632640994
Delphi-Stat,hhs8,onset_wk,2.9637077097690985e-207
Delphi-EmpiricalBayes1,hhs8,onset_wk,0.0
Delphi-EmpiricalFuture,hhs8,onset_wk,1.6481226928814376e-142
Delphi-EmpiricalBayes2,hhs8,onset_wk,3.4307804062634518e-304
ReichLab-KCDE,hhs8,onset_wk,0.02656371495320686
LANL-DBM,hhs8,onset_wk,2.4052234215935556e-55
CU-RHF_SEIRS,hhs8,onset_wk,0.6427401538054396
Delphi-EmpiricalTraj,hhs8,onset_wk,1.8250611522449758e-153
CU-EKF_SEIRS,hhs9,onset_wk,2.1825496025468607e-27
CU-EKF_SIRS,hhs9,onset_wk,6.57565322510273e-23
Delphi-DeltaDensity2,hhs9,onset_wk,1.8266770647787943e-31
CU-BMA,hhs9,onset_wk,5.096988366120737e-44
CU-EAKFC_SEIRS,hhs9,onset_wk,1.2569061297265057e-12
ReichLab-KDE,hhs9,onset_wk,0.17085959785832436
ReichLab-SARIMA1,hhs9,onset_wk,1.5254844776771287e-46
Delphi-BasisRegression,hhs9,onset_wk,1.5462136867292365e-10
Delphi-DeltaDensity1,hhs9,onset_wk,5.41377903503106e-56
CU-RHF_SIRS,hhs9,onset_wk,1.1965460913205837e-08
CU-EAKFC_SIRS,hhs9,onset_wk,0.47122160044363964
Delphi-Uniform,hhs9,onset_wk,1.846508685437662e-109
ReichLab-SARIMA2,hhs9,onset_wk,1.6559153943273495e-05
Delphi-Stat,hhs9,onset_wk,7.46041695869724e-33
Delphi-EmpiricalBayes1,hhs9,onset_wk,1.6449855872783165e-51
Delphi-EmpiricalFuture,hhs9,onset_wk,1.469205233364903e-19
Delphi-EmpiricalBayes2,hhs9,onset_wk,4.469897622782681e-17
ReichLab-KCDE,hhs9,onset_wk,2.7684225355319988e-05
LANL-DBM,hhs9,onset_wk,0.35787454619739756
CU-RHF_SEIRS,hhs9,onset_wk,8.083104231941434e-16
Delphi-EmpiricalTraj,hhs9,onset_wk,1.7443853488318556e-43
CU-EKF_SEIRS,hhs10,onset_wk,0.1067237668666603
CU-EKF_SIRS,hhs10,onset_wk,2.055828510313736e-07
Delphi-DeltaDensity2,hhs10,onset_wk,1.2189693552783178e-31
CU-BMA,hhs10,onset_wk,2.1907335058769485e-08
CU-EAKFC_SEIRS,hhs10,onset_wk,7.26148234840644e-11
ReichLab-KDE,hhs10,onset_wk,0.26888262533468055
ReichLab-SARIMA1,hhs10,onset_wk,0.16682485437154937
Delphi-BasisRegression,hhs10,onset_wk,1.2234649047074395e-34
Delphi-DeltaDensity1,hhs10,onset_wk,6.1672572479015416e-61
CU-RHF_SIRS,hhs10,onset_wk,3.1368299560610906e-15
CU-EAKFC_SIRS,hhs10,onset_wk,2.1527805294061608e-11
Delphi-Uniform,hhs10,onset_wk,1.6643810829845288e-41
ReichLab-SARIMA2,hhs10,onset_wk,0.09285242831703333
Delphi-Stat,hhs10,onset_wk,2.1242964307914033e-37
Delphi-EmpiricalBayes1,hhs10,onset_wk,8.283088361954617e-46
Delphi-EmpiricalFuture,hhs10,onset_wk,2.821149274799507e-07
Delphi-EmpiricalBayes2,hhs10,onset_wk,8.011590211980332e-32
ReichLab-KCDE,hhs10,onset_wk,0.2828105019416024
LANL-DBM,hhs10,onset_wk,0.0819053134691528
CU-RHF_SEIRS,hhs10,onset_wk,6.193525615886964e-14
Delphi-EmpiricalTraj,hhs10,onset_wk,1.8610493192022642e-19
CU-EKF_SEIRS,all,onset_wk,0.01096911741137097
CU-EKF_SIRS,all,onset_wk,3.6528950833443213e-06
Delphi-DeltaDensity2,all,onset_wk,1.2612123654789738e-108
CU-BMA,all,onset_wk,6.046320964610745e-12
CU-EAKFC_SEIRS,all,onset_wk,0.10452679245639497
ReichLab-KDE,all,onset_wk,4.155153033869229e-23
ReichLab-SARIMA1,all,onset_wk,2.1866729201628113e-10
Delphi-BasisRegression,all,onset_wk,3.9977444011362697e-98
Delphi-DeltaDensity1,all,onset_wk,2.363759582842883e-144
CU-RHF_SIRS,all,onset_wk,0.0002826016176302043
CU-EAKFC_SIRS,all,onset_wk,0.10297371749325769
Delphi-Uniform,all,onset_wk,9.496679225104334e-153
ReichLab-SARIMA2,all,onset_wk,0.2480057701038034
Delphi-Stat,all,onset_wk,1.3281614079544557e-109
Delphi-EmpiricalBayes1,all,onset_wk,5.621395488036243e-173
Delphi-EmpiricalFuture,all,onset_wk,0.08160254700744227
Delphi-EmpiricalBayes2,all,onset_wk,1.0455992272234921e-140
ReichLab-KCDE,all,onset_wk,0.140717195636343
LANL-DBM,all,onset_wk,0.3107972134136012
CU-RHF_SEIRS,all,onset_wk,0.00012139174036035136
Delphi-EmpiricalTraj,all,onset_wk,5.902506937976583e-78
